"","exon.lengths","Gene"
"ENSRNOG00000065678",118,"ENSRNOG00000065678"
"ENSRNOG00000065679",1213,"ENSRNOG00000065679"
"ENSRNOG00000065680",1479,"ENSRNOG00000065680"
"ENSRNOG00000065681",1468,"ENSRNOG00000065681"
"ENSRNOG00000065682",3286,"ENSRNOG00000065682"
"ENSRNOG00000065683",1090,"ENSRNOG00000065683"
"ENSRNOG00000065684",555,"ENSRNOG00000065684"
"ENSRNOG00000065685",354,"ENSRNOG00000065685"
"ENSRNOG00000065686",516,"ENSRNOG00000065686"
"ENSRNOG00000065687",3915,"ENSRNOG00000065687"
"ENSRNOG00000065688",1215,"ENSRNOG00000065688"
"ENSRNOG00000065689",2072,"ENSRNOG00000065689"
"ENSRNOG00000065690",309,"ENSRNOG00000065690"
"ENSRNOG00000065691",2291,"ENSRNOG00000065691"
"ENSRNOG00000065692",1008,"ENSRNOG00000065692"
"ENSRNOG00000065693",780,"ENSRNOG00000065693"
"ENSRNOG00000065694",213,"ENSRNOG00000065694"
"ENSRNOG00000065695",2194,"ENSRNOG00000065695"
"ENSRNOG00000065696",2458,"ENSRNOG00000065696"
"ENSRNOG00000065697",742,"ENSRNOG00000065697"
"ENSRNOG00000065698",2195,"ENSRNOG00000065698"
"ENSRNOG00000065699",711,"ENSRNOG00000065699"
"ENSRNOG00000065700",279,"ENSRNOG00000065700"
"ENSRNOG00000065701",655,"ENSRNOG00000065701"
"ENSRNOG00000065702",102,"ENSRNOG00000065702"
"ENSRNOG00000065703",446,"ENSRNOG00000065703"
"ENSRNOG00000065704",552,"ENSRNOG00000065704"
"ENSRNOG00000065705",936,"ENSRNOG00000065705"
"ENSRNOG00000065706",810,"ENSRNOG00000065706"
"ENSRNOG00000065707",2524,"ENSRNOG00000065707"
"ENSRNOG00000065708",133,"ENSRNOG00000065708"
"ENSRNOG00000065709",1554,"ENSRNOG00000065709"
"ENSRNOG00000065710",237,"ENSRNOG00000065710"
"ENSRNOG00000065711",2032,"ENSRNOG00000065711"
"ENSRNOG00000065712",1221,"ENSRNOG00000065712"
"ENSRNOG00000065713",826,"ENSRNOG00000065713"
"ENSRNOG00000065714",72,"ENSRNOG00000065714"
"ENSRNOG00000065715",132,"ENSRNOG00000065715"
"ENSRNOG00000065716",105,"ENSRNOG00000065716"
"ENSRNOG00000065717",800,"ENSRNOG00000065717"
"ENSRNOG00000065718",191,"ENSRNOG00000065718"
"ENSRNOG00000065719",75,"ENSRNOG00000065719"
"ENSRNOG00000065720",149,"ENSRNOG00000065720"
"ENSRNOG00000065721",164,"ENSRNOG00000065721"
"ENSRNOG00000065722",1728,"ENSRNOG00000065722"
"ENSRNOG00000065723",3217,"ENSRNOG00000065723"
"ENSRNOG00000065724",4055,"ENSRNOG00000065724"
"ENSRNOG00000065725",3206,"ENSRNOG00000065725"
"ENSRNOG00000065726",3214,"ENSRNOG00000065726"
"ENSRNOG00000065727",165,"ENSRNOG00000065727"
"ENSRNOG00000065728",1828,"ENSRNOG00000065728"
"ENSRNOG00000065729",1269,"ENSRNOG00000065729"
"ENSRNOG00000065730",1349,"ENSRNOG00000065730"
"ENSRNOG00000065731",240,"ENSRNOG00000065731"
"ENSRNOG00000065732",2655,"ENSRNOG00000065732"
"ENSRNOG00000065733",2247,"ENSRNOG00000065733"
"ENSRNOG00000065734",1212,"ENSRNOG00000065734"
"ENSRNOG00000065735",4804,"ENSRNOG00000065735"
"ENSRNOG00000065736",907,"ENSRNOG00000065736"
"ENSRNOG00000065737",2459,"ENSRNOG00000065737"
"ENSRNOG00000065738",93,"ENSRNOG00000065738"
"ENSRNOG00000065739",234,"ENSRNOG00000065739"
"ENSRNOG00000065740",6041,"ENSRNOG00000065740"
"ENSRNOG00000065741",3124,"ENSRNOG00000065741"
"ENSRNOG00000065742",1830,"ENSRNOG00000065742"
"ENSRNOG00000065743",447,"ENSRNOG00000065743"
"ENSRNOG00000065744",1149,"ENSRNOG00000065744"
"ENSRNOG00000065745",3402,"ENSRNOG00000065745"
"ENSRNOG00000065746",3159,"ENSRNOG00000065746"
"ENSRNOG00000065747",2673,"ENSRNOG00000065747"
"ENSRNOG00000065748",1169,"ENSRNOG00000065748"
"ENSRNOG00000065749",163,"ENSRNOG00000065749"
"ENSRNOG00000065750",612,"ENSRNOG00000065750"
"ENSRNOG00000065751",315,"ENSRNOG00000065751"
"ENSRNOG00000065752",771,"ENSRNOG00000065752"
"ENSRNOG00000065753",3674,"ENSRNOG00000065753"
"ENSRNOG00000065754",3024,"ENSRNOG00000065754"
"ENSRNOG00000065755",3105,"ENSRNOG00000065755"
"ENSRNOG00000065756",3278,"ENSRNOG00000065756"
"ENSRNOG00000065757",5003,"ENSRNOG00000065757"
"ENSRNOG00000065758",1638,"ENSRNOG00000065758"
"ENSRNOG00000065759",735,"ENSRNOG00000065759"
"ENSRNOG00000065760",129,"ENSRNOG00000065760"
"ENSRNOG00000065761",148,"ENSRNOG00000065761"
"ENSRNOG00000065762",1091,"ENSRNOG00000065762"
"ENSRNOG00000065763",2504,"ENSRNOG00000065763"
"ENSRNOG00000065764",81,"ENSRNOG00000065764"
"ENSRNOG00000065765",501,"ENSRNOG00000065765"
"ENSRNOG00000065766",1074,"ENSRNOG00000065766"
"ENSRNOG00000065767",3772,"ENSRNOG00000065767"
"ENSRNOG00000065768",483,"ENSRNOG00000065768"
"ENSRNOG00000065769",405,"ENSRNOG00000065769"
"ENSRNOG00000065770",2038,"ENSRNOG00000065770"
"ENSRNOG00000065771",216,"ENSRNOG00000065771"
"ENSRNOG00000065772",3421,"ENSRNOG00000065772"
"ENSRNOG00000065773",6798,"ENSRNOG00000065773"
"ENSRNOG00000065774",151,"ENSRNOG00000065774"
"ENSRNOG00000065775",222,"ENSRNOG00000065775"
"ENSRNOG00000065776",1318,"ENSRNOG00000065776"
"ENSRNOG00000065777",933,"ENSRNOG00000065777"
"ENSRNOG00000065778",784,"ENSRNOG00000065778"
"ENSRNOG00000065779",1854,"ENSRNOG00000065779"
"ENSRNOG00000065780",8078,"ENSRNOG00000065780"
"ENSRNOG00000065781",2616,"ENSRNOG00000065781"
"ENSRNOG00000065782",1500,"ENSRNOG00000065782"
"ENSRNOG00000065783",717,"ENSRNOG00000065783"
"ENSRNOG00000065784",513,"ENSRNOG00000065784"
"ENSRNOG00000065785",149,"ENSRNOG00000065785"
"ENSRNOG00000065786",1555,"ENSRNOG00000065786"
"ENSRNOG00000065787",81,"ENSRNOG00000065787"
"ENSRNOG00000065788",1434,"ENSRNOG00000065788"
"ENSRNOG00000065789",228,"ENSRNOG00000065789"
"ENSRNOG00000065790",2060,"ENSRNOG00000065790"
"ENSRNOG00000065791",288,"ENSRNOG00000065791"
"ENSRNOG00000065792",2588,"ENSRNOG00000065792"
"ENSRNOG00000065793",942,"ENSRNOG00000065793"
"ENSRNOG00000065794",6421,"ENSRNOG00000065794"
"ENSRNOG00000065795",1803,"ENSRNOG00000065795"
"ENSRNOG00000065796",3619,"ENSRNOG00000065796"
"ENSRNOG00000065797",2058,"ENSRNOG00000065797"
"ENSRNOG00000065798",2234,"ENSRNOG00000065798"
"ENSRNOG00000065799",2615,"ENSRNOG00000065799"
"ENSRNOG00000065800",3030,"ENSRNOG00000065800"
"ENSRNOG00000065801",105,"ENSRNOG00000065801"
"ENSRNOG00000065802",1388,"ENSRNOG00000065802"
"ENSRNOG00000065803",522,"ENSRNOG00000065803"
"ENSRNOG00000065804",118,"ENSRNOG00000065804"
"ENSRNOG00000065805",702,"ENSRNOG00000065805"
"ENSRNOG00000065806",1791,"ENSRNOG00000065806"
"ENSRNOG00000065807",240,"ENSRNOG00000065807"
"ENSRNOG00000065808",1083,"ENSRNOG00000065808"
"ENSRNOG00000065809",957,"ENSRNOG00000065809"
"ENSRNOG00000065810",378,"ENSRNOG00000065810"
"ENSRNOG00000065811",231,"ENSRNOG00000065811"
"ENSRNOG00000065812",4389,"ENSRNOG00000065812"
"ENSRNOG00000065813",2994,"ENSRNOG00000065813"
"ENSRNOG00000065814",1251,"ENSRNOG00000065814"
"ENSRNOG00000065815",411,"ENSRNOG00000065815"
"ENSRNOG00000065816",1069,"ENSRNOG00000065816"
"ENSRNOG00000065817",5951,"ENSRNOG00000065817"
"ENSRNOG00000065818",3411,"ENSRNOG00000065818"
"ENSRNOG00000065819",136,"ENSRNOG00000065819"
"ENSRNOG00000065820",1198,"ENSRNOG00000065820"
"ENSRNOG00000065821",4537,"ENSRNOG00000065821"
"ENSRNOG00000065822",366,"ENSRNOG00000065822"
"ENSRNOG00000065823",1113,"ENSRNOG00000065823"
"ENSRNOG00000065824",761,"ENSRNOG00000065824"
"ENSRNOG00000065825",699,"ENSRNOG00000065825"
"ENSRNOG00000065826",403,"ENSRNOG00000065826"
"ENSRNOG00000065827",1668,"ENSRNOG00000065827"
"ENSRNOG00000065828",105,"ENSRNOG00000065828"
"ENSRNOG00000065829",107,"ENSRNOG00000065829"
"ENSRNOG00000065830",6320,"ENSRNOG00000065830"
"ENSRNOG00000065831",2280,"ENSRNOG00000065831"
"ENSRNOG00000065832",2109,"ENSRNOG00000065832"
"ENSRNOG00000065833",412,"ENSRNOG00000065833"
"ENSRNOG00000065834",88,"ENSRNOG00000065834"
"ENSRNOG00000065835",1134,"ENSRNOG00000065835"
"ENSRNOG00000065836",8266,"ENSRNOG00000065836"
"ENSRNOG00000065837",667,"ENSRNOG00000065837"
"ENSRNOG00000065838",1923,"ENSRNOG00000065838"
"ENSRNOG00000065839",3060,"ENSRNOG00000065839"
"ENSRNOG00000065840",1170,"ENSRNOG00000065840"
"ENSRNOG00000065841",132,"ENSRNOG00000065841"
"ENSRNOG00000065842",102,"ENSRNOG00000065842"
"ENSRNOG00000065843",1095,"ENSRNOG00000065843"
"ENSRNOG00000065844",1830,"ENSRNOG00000065844"
"ENSRNOG00000065845",288,"ENSRNOG00000065845"
"ENSRNOG00000065846",1610,"ENSRNOG00000065846"
"ENSRNOG00000065847",1284,"ENSRNOG00000065847"
"ENSRNOG00000065848",1062,"ENSRNOG00000065848"
"ENSRNOG00000065849",126,"ENSRNOG00000065849"
"ENSRNOG00000065850",6646,"ENSRNOG00000065850"
"ENSRNOG00000065851",151,"ENSRNOG00000065851"
"ENSRNOG00000065852",539,"ENSRNOG00000065852"
"ENSRNOG00000065853",856,"ENSRNOG00000065853"
"ENSRNOG00000065854",897,"ENSRNOG00000065854"
"ENSRNOG00000065855",514,"ENSRNOG00000065855"
"ENSRNOG00000065856",4192,"ENSRNOG00000065856"
"ENSRNOG00000065857",5305,"ENSRNOG00000065857"
"ENSRNOG00000065858",2264,"ENSRNOG00000065858"
"ENSRNOG00000065859",68,"ENSRNOG00000065859"
"ENSRNOG00000065860",1907,"ENSRNOG00000065860"
"ENSRNOG00000065861",2661,"ENSRNOG00000065861"
"ENSRNOG00000065862",483,"ENSRNOG00000065862"
"ENSRNOG00000065863",2327,"ENSRNOG00000065863"
"ENSRNOG00000065864",402,"ENSRNOG00000065864"
"ENSRNOG00000065865",3657,"ENSRNOG00000065865"
"ENSRNOG00000065866",1878,"ENSRNOG00000065866"
"ENSRNOG00000065867",4050,"ENSRNOG00000065867"
"ENSRNOG00000065868",1444,"ENSRNOG00000065868"
"ENSRNOG00000065869",534,"ENSRNOG00000065869"
"ENSRNOG00000065870",2353,"ENSRNOG00000065870"
"ENSRNOG00000065871",2103,"ENSRNOG00000065871"
"ENSRNOG00000065872",564,"ENSRNOG00000065872"
"ENSRNOG00000065873",2234,"ENSRNOG00000065873"
"ENSRNOG00000065874",162,"ENSRNOG00000065874"
"ENSRNOG00000065875",252,"ENSRNOG00000065875"
"ENSRNOG00000065876",7062,"ENSRNOG00000065876"
"ENSRNOG00000065877",186,"ENSRNOG00000065877"
"ENSRNOG00000065878",1377,"ENSRNOG00000065878"
"ENSRNOG00000065879",721,"ENSRNOG00000065879"
"ENSRNOG00000065880",1968,"ENSRNOG00000065880"
"ENSRNOG00000065881",152,"ENSRNOG00000065881"
"ENSRNOG00000065882",7511,"ENSRNOG00000065882"
"ENSRNOG00000065883",3689,"ENSRNOG00000065883"
"ENSRNOG00000065884",6843,"ENSRNOG00000065884"
"ENSRNOG00000065885",405,"ENSRNOG00000065885"
"ENSRNOG00000065886",672,"ENSRNOG00000065886"
"ENSRNOG00000065887",69,"ENSRNOG00000065887"
"ENSRNOG00000065888",107,"ENSRNOG00000065888"
"ENSRNOG00000065889",1713,"ENSRNOG00000065889"
"ENSRNOG00000065890",3764,"ENSRNOG00000065890"
"ENSRNOG00000065891",1562,"ENSRNOG00000065891"
"ENSRNOG00000065892",10829,"ENSRNOG00000065892"
"ENSRNOG00000065893",830,"ENSRNOG00000065893"
"ENSRNOG00000065894",140,"ENSRNOG00000065894"
"ENSRNOG00000065895",2837,"ENSRNOG00000065895"
"ENSRNOG00000065896",2956,"ENSRNOG00000065896"
"ENSRNOG00000065897",1927,"ENSRNOG00000065897"
"ENSRNOG00000065898",1588,"ENSRNOG00000065898"
"ENSRNOG00000065899",4199,"ENSRNOG00000065899"
"ENSRNOG00000065900",93,"ENSRNOG00000065900"
"ENSRNOG00000065901",1356,"ENSRNOG00000065901"
"ENSRNOG00000065902",2706,"ENSRNOG00000065902"
"ENSRNOG00000065903",186,"ENSRNOG00000065903"
"ENSRNOG00000065904",1101,"ENSRNOG00000065904"
"ENSRNOG00000065905",394,"ENSRNOG00000065905"
"ENSRNOG00000065906",2665,"ENSRNOG00000065906"
"ENSRNOG00000065907",1141,"ENSRNOG00000065907"
"ENSRNOG00000065908",516,"ENSRNOG00000065908"
"ENSRNOG00000065909",4414,"ENSRNOG00000065909"
"ENSRNOG00000065910",2245,"ENSRNOG00000065910"
"ENSRNOG00000065911",174,"ENSRNOG00000065911"
"ENSRNOG00000065912",237,"ENSRNOG00000065912"
"ENSRNOG00000065913",1116,"ENSRNOG00000065913"
"ENSRNOG00000065914",999,"ENSRNOG00000065914"
"ENSRNOG00000065915",1535,"ENSRNOG00000065915"
"ENSRNOG00000065916",936,"ENSRNOG00000065916"
"ENSRNOG00000065917",3337,"ENSRNOG00000065917"
"ENSRNOG00000065918",3783,"ENSRNOG00000065918"
"ENSRNOG00000065919",345,"ENSRNOG00000065919"
"ENSRNOG00000065920",180,"ENSRNOG00000065920"
"ENSRNOG00000065921",11313,"ENSRNOG00000065921"
"ENSRNOG00000065922",921,"ENSRNOG00000065922"
"ENSRNOG00000065923",4336,"ENSRNOG00000065923"
"ENSRNOG00000065924",696,"ENSRNOG00000065924"
"ENSRNOG00000065925",485,"ENSRNOG00000065925"
"ENSRNOG00000065926",118,"ENSRNOG00000065926"
"ENSRNOG00000065927",191,"ENSRNOG00000065927"
"ENSRNOG00000065928",107,"ENSRNOG00000065928"
"ENSRNOG00000065929",150,"ENSRNOG00000065929"
"ENSRNOG00000065930",192,"ENSRNOG00000065930"
"ENSRNOG00000065931",345,"ENSRNOG00000065931"
"ENSRNOG00000065932",1554,"ENSRNOG00000065932"
"ENSRNOG00000065933",157,"ENSRNOG00000065933"
"ENSRNOG00000065934",948,"ENSRNOG00000065934"
"ENSRNOG00000065935",5102,"ENSRNOG00000065935"
"ENSRNOG00000065936",411,"ENSRNOG00000065936"
"ENSRNOG00000065937",849,"ENSRNOG00000065937"
"ENSRNOG00000065938",966,"ENSRNOG00000065938"
"ENSRNOG00000065939",107,"ENSRNOG00000065939"
"ENSRNOG00000065940",494,"ENSRNOG00000065940"
"ENSRNOG00000065941",381,"ENSRNOG00000065941"
"ENSRNOG00000065942",522,"ENSRNOG00000065942"
"ENSRNOG00000065943",1013,"ENSRNOG00000065943"
"ENSRNOG00000065944",1752,"ENSRNOG00000065944"
"ENSRNOG00000065945",1082,"ENSRNOG00000065945"
"ENSRNOG00000065946",369,"ENSRNOG00000065946"
"ENSRNOG00000065947",8408,"ENSRNOG00000065947"
"ENSRNOG00000065948",1077,"ENSRNOG00000065948"
"ENSRNOG00000065949",2411,"ENSRNOG00000065949"
"ENSRNOG00000065950",119,"ENSRNOG00000065950"
"ENSRNOG00000065951",1749,"ENSRNOG00000065951"
"ENSRNOG00000065952",416,"ENSRNOG00000065952"
"ENSRNOG00000065953",483,"ENSRNOG00000065953"
"ENSRNOG00000065954",18842,"ENSRNOG00000065954"
"ENSRNOG00000065955",461,"ENSRNOG00000065955"
"ENSRNOG00000065956",582,"ENSRNOG00000065956"
"ENSRNOG00000065957",5899,"ENSRNOG00000065957"
"ENSRNOG00000065958",1828,"ENSRNOG00000065958"
"ENSRNOG00000065959",75,"ENSRNOG00000065959"
"ENSRNOG00000065960",1283,"ENSRNOG00000065960"
"ENSRNOG00000065961",951,"ENSRNOG00000065961"
"ENSRNOG00000065962",1098,"ENSRNOG00000065962"
"ENSRNOG00000065963",1138,"ENSRNOG00000065963"
"ENSRNOG00000065964",459,"ENSRNOG00000065964"
"ENSRNOG00000065965",107,"ENSRNOG00000065965"
"ENSRNOG00000065966",142,"ENSRNOG00000065966"
"ENSRNOG00000065967",2255,"ENSRNOG00000065967"
"ENSRNOG00000065968",300,"ENSRNOG00000065968"
"ENSRNOG00000065969",573,"ENSRNOG00000065969"
"ENSRNOG00000065970",1542,"ENSRNOG00000065970"
"ENSRNOG00000065971",430,"ENSRNOG00000065971"
"ENSRNOG00000065972",3199,"ENSRNOG00000065972"
"ENSRNOG00000065973",125,"ENSRNOG00000065973"
"ENSRNOG00000065974",2248,"ENSRNOG00000065974"
"ENSRNOG00000065975",1954,"ENSRNOG00000065975"
"ENSRNOG00000065976",55,"ENSRNOG00000065976"
"ENSRNOG00000065977",4278,"ENSRNOG00000065977"
"ENSRNOG00000065978",5590,"ENSRNOG00000065978"
"ENSRNOG00000065979",1235,"ENSRNOG00000065979"
"ENSRNOG00000065980",3848,"ENSRNOG00000065980"
"ENSRNOG00000065981",429,"ENSRNOG00000065981"
"ENSRNOG00000065982",1013,"ENSRNOG00000065982"
"ENSRNOG00000065983",118,"ENSRNOG00000065983"
"ENSRNOG00000065984",270,"ENSRNOG00000065984"
"ENSRNOG00000065985",471,"ENSRNOG00000065985"
"ENSRNOG00000065986",107,"ENSRNOG00000065986"
"ENSRNOG00000065987",639,"ENSRNOG00000065987"
"ENSRNOG00000065988",4801,"ENSRNOG00000065988"
"ENSRNOG00000065989",942,"ENSRNOG00000065989"
"ENSRNOG00000065990",107,"ENSRNOG00000065990"
"ENSRNOG00000065991",2065,"ENSRNOG00000065991"
"ENSRNOG00000065992",2620,"ENSRNOG00000065992"
"ENSRNOG00000065993",258,"ENSRNOG00000065993"
"ENSRNOG00000065994",78,"ENSRNOG00000065994"
"ENSRNOG00000065995",1470,"ENSRNOG00000065995"
"ENSRNOG00000065996",75,"ENSRNOG00000065996"
"ENSRNOG00000065997",3613,"ENSRNOG00000065997"
"ENSRNOG00000065998",1473,"ENSRNOG00000065998"
"ENSRNOG00000065999",105,"ENSRNOG00000065999"
"ENSRNOG00000066000",118,"ENSRNOG00000066000"
"ENSRNOG00000066001",1185,"ENSRNOG00000066001"
"ENSRNOG00000066002",3217,"ENSRNOG00000066002"
"ENSRNOG00000066003",1866,"ENSRNOG00000066003"
"ENSRNOG00000066004",636,"ENSRNOG00000066004"
"ENSRNOG00000066005",854,"ENSRNOG00000066005"
"ENSRNOG00000066006",2298,"ENSRNOG00000066006"
"ENSRNOG00000066007",1269,"ENSRNOG00000066007"
"ENSRNOG00000066008",4007,"ENSRNOG00000066008"
"ENSRNOG00000066009",510,"ENSRNOG00000066009"
"ENSRNOG00000066010",714,"ENSRNOG00000066010"
"ENSRNOG00000066011",435,"ENSRNOG00000066011"
"ENSRNOG00000066012",7929,"ENSRNOG00000066012"
"ENSRNOG00000066013",1841,"ENSRNOG00000066013"
"ENSRNOG00000066014",120,"ENSRNOG00000066014"
"ENSRNOG00000066015",1324,"ENSRNOG00000066015"
"ENSRNOG00000066016",107,"ENSRNOG00000066016"
"ENSRNOG00000066017",143,"ENSRNOG00000066017"
"ENSRNOG00000066018",246,"ENSRNOG00000066018"
"ENSRNOG00000066019",288,"ENSRNOG00000066019"
"ENSRNOG00000066020",1408,"ENSRNOG00000066020"
"ENSRNOG00000066021",354,"ENSRNOG00000066021"
"ENSRNOG00000066022",118,"ENSRNOG00000066022"
"ENSRNOG00000066023",2693,"ENSRNOG00000066023"
"ENSRNOG00000066024",615,"ENSRNOG00000066024"
"ENSRNOG00000066025",2336,"ENSRNOG00000066025"
"ENSRNOG00000066026",1433,"ENSRNOG00000066026"
"ENSRNOG00000066027",1310,"ENSRNOG00000066027"
"ENSRNOG00000066028",839,"ENSRNOG00000066028"
"ENSRNOG00000066029",647,"ENSRNOG00000066029"
"ENSRNOG00000066030",201,"ENSRNOG00000066030"
"ENSRNOG00000066031",2146,"ENSRNOG00000066031"
"ENSRNOG00000066032",107,"ENSRNOG00000066032"
"ENSRNOG00000066033",1560,"ENSRNOG00000066033"
"ENSRNOG00000066034",143,"ENSRNOG00000066034"
"ENSRNOG00000066035",5852,"ENSRNOG00000066035"
"ENSRNOG00000066036",5838,"ENSRNOG00000066036"
"ENSRNOG00000066037",407,"ENSRNOG00000066037"
"ENSRNOG00000066038",435,"ENSRNOG00000066038"
"ENSRNOG00000066039",228,"ENSRNOG00000066039"
"ENSRNOG00000066040",306,"ENSRNOG00000066040"
"ENSRNOG00000066041",1425,"ENSRNOG00000066041"
"ENSRNOG00000066042",5408,"ENSRNOG00000066042"
"ENSRNOG00000066043",124,"ENSRNOG00000066043"
"ENSRNOG00000066044",3936,"ENSRNOG00000066044"
"ENSRNOG00000066045",948,"ENSRNOG00000066045"
"ENSRNOG00000066046",1135,"ENSRNOG00000066046"
"ENSRNOG00000066047",445,"ENSRNOG00000066047"
"ENSRNOG00000066048",2174,"ENSRNOG00000066048"
"ENSRNOG00000066049",1092,"ENSRNOG00000066049"
"ENSRNOG00000066050",231,"ENSRNOG00000066050"
"ENSRNOG00000066051",291,"ENSRNOG00000066051"
"ENSRNOG00000066052",194,"ENSRNOG00000066052"
"ENSRNOG00000066053",107,"ENSRNOG00000066053"
"ENSRNOG00000066054",726,"ENSRNOG00000066054"
"ENSRNOG00000066055",3851,"ENSRNOG00000066055"
"ENSRNOG00000066056",456,"ENSRNOG00000066056"
"ENSRNOG00000066057",56,"ENSRNOG00000066057"
"ENSRNOG00000066058",164,"ENSRNOG00000066058"
"ENSRNOG00000066059",939,"ENSRNOG00000066059"
"ENSRNOG00000066060",1126,"ENSRNOG00000066060"
"ENSRNOG00000066061",3718,"ENSRNOG00000066061"
"ENSRNOG00000066062",285,"ENSRNOG00000066062"
"ENSRNOG00000066063",3651,"ENSRNOG00000066063"
"ENSRNOG00000066064",103,"ENSRNOG00000066064"
"ENSRNOG00000066065",2046,"ENSRNOG00000066065"
"ENSRNOG00000066066",1505,"ENSRNOG00000066066"
"ENSRNOG00000066067",2857,"ENSRNOG00000066067"
"ENSRNOG00000066068",2487,"ENSRNOG00000066068"
"ENSRNOG00000066069",6233,"ENSRNOG00000066069"
"ENSRNOG00000066070",357,"ENSRNOG00000066070"
"ENSRNOG00000066071",105,"ENSRNOG00000066071"
"ENSRNOG00000066072",309,"ENSRNOG00000066072"
"ENSRNOG00000066073",107,"ENSRNOG00000066073"
"ENSRNOG00000066074",996,"ENSRNOG00000066074"
"ENSRNOG00000066075",1480,"ENSRNOG00000066075"
"ENSRNOG00000066076",426,"ENSRNOG00000066076"
"ENSRNOG00000066077",124,"ENSRNOG00000066077"
"ENSRNOG00000066078",213,"ENSRNOG00000066078"
"ENSRNOG00000066079",1491,"ENSRNOG00000066079"
"ENSRNOG00000066080",1522,"ENSRNOG00000066080"
"ENSRNOG00000066081",132,"ENSRNOG00000066081"
"ENSRNOG00000066082",327,"ENSRNOG00000066082"
"ENSRNOG00000066083",1286,"ENSRNOG00000066083"
"ENSRNOG00000066084",1237,"ENSRNOG00000066084"
"ENSRNOG00000066085",516,"ENSRNOG00000066085"
"ENSRNOG00000066086",2356,"ENSRNOG00000066086"
"ENSRNOG00000066087",107,"ENSRNOG00000066087"
"ENSRNOG00000066088",2956,"ENSRNOG00000066088"
"ENSRNOG00000066089",942,"ENSRNOG00000066089"
"ENSRNOG00000066090",986,"ENSRNOG00000066090"
"ENSRNOG00000066091",2551,"ENSRNOG00000066091"
"ENSRNOG00000066092",1533,"ENSRNOG00000066092"
"ENSRNOG00000066093",2478,"ENSRNOG00000066093"
"ENSRNOG00000066094",5067,"ENSRNOG00000066094"
"ENSRNOG00000066095",1898,"ENSRNOG00000066095"
"ENSRNOG00000066096",2085,"ENSRNOG00000066096"
"ENSRNOG00000066097",107,"ENSRNOG00000066097"
"ENSRNOG00000066098",1626,"ENSRNOG00000066098"
"ENSRNOG00000066099",922,"ENSRNOG00000066099"
"ENSRNOG00000066100",144,"ENSRNOG00000066100"
"ENSRNOG00000066101",930,"ENSRNOG00000066101"
"ENSRNOG00000066102",3725,"ENSRNOG00000066102"
"ENSRNOG00000066103",303,"ENSRNOG00000066103"
"ENSRNOG00000066104",1298,"ENSRNOG00000066104"
"ENSRNOG00000066105",143,"ENSRNOG00000066105"
"ENSRNOG00000066106",2118,"ENSRNOG00000066106"
"ENSRNOG00000066107",81,"ENSRNOG00000066107"
"ENSRNOG00000066108",3878,"ENSRNOG00000066108"
"ENSRNOG00000066109",3146,"ENSRNOG00000066109"
"ENSRNOG00000066110",201,"ENSRNOG00000066110"
"ENSRNOG00000066111",5476,"ENSRNOG00000066111"
"ENSRNOG00000066112",118,"ENSRNOG00000066112"
"ENSRNOG00000066113",138,"ENSRNOG00000066113"
"ENSRNOG00000066114",1170,"ENSRNOG00000066114"
"ENSRNOG00000066115",7892,"ENSRNOG00000066115"
"ENSRNOG00000066116",405,"ENSRNOG00000066116"
"ENSRNOG00000066117",733,"ENSRNOG00000066117"
"ENSRNOG00000066118",107,"ENSRNOG00000066118"
"ENSRNOG00000066119",1664,"ENSRNOG00000066119"
"ENSRNOG00000066120",2012,"ENSRNOG00000066120"
"ENSRNOG00000066121",71,"ENSRNOG00000066121"
"ENSRNOG00000066122",1526,"ENSRNOG00000066122"
"ENSRNOG00000066123",61,"ENSRNOG00000066123"
"ENSRNOG00000066124",2376,"ENSRNOG00000066124"
"ENSRNOG00000066125",342,"ENSRNOG00000066125"
"ENSRNOG00000066126",109,"ENSRNOG00000066126"
"ENSRNOG00000066127",896,"ENSRNOG00000066127"
"ENSRNOG00000066128",2269,"ENSRNOG00000066128"
"ENSRNOG00000066129",1965,"ENSRNOG00000066129"
"ENSRNOG00000066130",1914,"ENSRNOG00000066130"
"ENSRNOG00000066131",1430,"ENSRNOG00000066131"
"ENSRNOG00000066132",425,"ENSRNOG00000066132"
"ENSRNOG00000066133",748,"ENSRNOG00000066133"
"ENSRNOG00000066134",1712,"ENSRNOG00000066134"
"ENSRNOG00000066135",63,"ENSRNOG00000066135"
"ENSRNOG00000066136",1026,"ENSRNOG00000066136"
"ENSRNOG00000066137",5834,"ENSRNOG00000066137"
"ENSRNOG00000066138",107,"ENSRNOG00000066138"
"ENSRNOG00000066139",774,"ENSRNOG00000066139"
"ENSRNOG00000066140",120,"ENSRNOG00000066140"
"ENSRNOG00000066141",6184,"ENSRNOG00000066141"
"ENSRNOG00000066142",2252,"ENSRNOG00000066142"
"ENSRNOG00000066143",8183,"ENSRNOG00000066143"
"ENSRNOG00000066144",2623,"ENSRNOG00000066144"
"ENSRNOG00000066145",93,"ENSRNOG00000066145"
"ENSRNOG00000066146",1651,"ENSRNOG00000066146"
"ENSRNOG00000066147",207,"ENSRNOG00000066147"
"ENSRNOG00000066148",525,"ENSRNOG00000066148"
"ENSRNOG00000066149",234,"ENSRNOG00000066149"
"ENSRNOG00000066150",124,"ENSRNOG00000066150"
"ENSRNOG00000066151",9683,"ENSRNOG00000066151"
